Gene stable ID	Transcript stable ID	Gene name	Transcription start site (TSS)	Gene start (bp)	Gene end (bp)	NCBI gene (formerly Entrezgene) ID	Chromosome/scaffold name
ENSACLG00000021150	ENSACLT00000031954	unc119.1	3885282	3885282	3891619	113033820	12
ENSACLG00000021151	ENSACLT00000032011	brd4	11247019	11247019	11284909		4
ENSACLG00000021151	ENSACLT00000032079	brd4	11273091	11247019	11284909		4
ENSACLG00000021152	ENSACLT00000031932	TMEM43	19703242	19696585	19703242	113022447	5
ENSACLG00000021153	ENSACLT00000031935	TNS3	17064011	17037258	17064011	113010056	18
ENSACLG00000021154	ENSACLT00000031939		29175483	29158126	29175483	113034362	12
ENSACLG00000021154	ENSACLT00000032008		29175483	29158126	29175483	113034362	12
ENSACLG00000021155	ENSACLT00000031933	hpxa	9193877	9187969	9193877	113008173	16
ENSACLG00000021156	ENSACLT00000031967	dph5	4026963	4013064	4026963	113008900	17
ENSACLG00000021157	ENSACLT00000031944	zgc:165481	33093842	33093842	33112733	113026486	1
ENSACLG00000021158	ENSACLT00000031940		23272197	23271175	23272197		6
ENSACLG00000021159	ENSACLT00000031942	fkbp16	56290892	56254914	56290892	113026817	7
ENSACLG00000021160	ENSACLT00000031941	sstr3	4355986	4355986	4357437	113020265	4
ENSACLG00000021161	ENSACLT00000031943	ankrd50l	9205685	9205685	9219921	113008024	16
ENSACLG00000021162	ENSACLT00000031946	sstr2a	19232858	19232858	19235670	113027646	8
ENSACLG00000021163	ENSACLT00000031977	si:ch211-202h22.9	10248042	10248042	10249587		6
ENSACLG00000021164	ENSACLT00000031955		33106017	33106017	33111002		1
ENSACLG00000021165	ENSACLT00000031956		1460589	1456841	1460589		18
ENSACLG00000021166	ENSACLT00000032014		25336519	25336519	25342986	113008196	16
ENSACLG00000021167	ENSACLT00000032013	eif3d	4380265	4380265	4385521		4
ENSACLG00000021168	ENSACLT00000031957		19257153	19257153	19261326	113027818	8
ENSACLG00000021169	ENSACLT00000031999	washc3	25349465	25344359	25349465	113009322	17
ENSACLG00000021169	ENSACLT00000032016	washc3	25349465	25344359	25349465	113009322	17
ENSACLG00000021170	ENSACLT00000032070	PTPRB	368524	347345	368524		7
ENSACLG00000021171	ENSACLT00000031963	si:ch211-13k12.2	56293015	56293015	56315131	113026819	7
ENSACLG00000021172	ENSACLT00000031972		23306845	23298586	23306845		6
ENSACLG00000021172	ENSACLT00000031982		23306845	23298586	23306845		6
ENSACLG00000021173	ENSACLT00000031970		44731315	44729846	44731315		7
ENSACLG00000021174	ENSACLT00000031990	zgc:112334	19703323	19703323	19709239	113022446	5
ENSACLG00000021174	ENSACLT00000032028	zgc:112334	19703893	19703323	19709239	113022446	5
ENSACLG00000021175	ENSACLT00000032228	MACF1	6439079	6219240	6439079		22
ENSACLG00000021176	ENSACLT00000031969		1461247	1460256	1461247		18
ENSACLG00000021177	ENSACLT00000031964		25228537	25224577	25228537	113030612	10
ENSACLG00000021178	ENSACLT00000031965		40751265	40680334	40751265		3
ENSACLG00000021178	ENSACLT00000031974		40751265	40680334	40751265		3
ENSACLG00000021178	ENSACLT00000031997		40751265	40680334	40751265		3
ENSACLG00000021179	ENSACLT00000031968		9243158	9228793	9243158		16
ENSACLG00000021180	ENSACLT00000032026	rhpn2	33167250	33141497	33167250	113026492	1
ENSACLG00000021181	ENSACLT00000031995		31948693	31948693	31954045		15
ENSACLG00000021182	ENSACLT00000031975	TOMM7	18571033	18571033	18579594		22
ENSACLG00000021183	ENSACLT00000032018		19284795	19261610	19284795	113027648	8
ENSACLG00000021184	ENSACLT00000031979		1470051	1470051	1476138		18
ENSACLG00000021185	ENSACLT00000032001	slc6a15	44755212	44755212	44769831	113026350	7
ENSACLG00000021186	ENSACLT00000031981	zw10	25241503	25230817	25241503	113030611	10
ENSACLG00000021187	ENSACLT00000031983	sgk2a	23954315	23940279	23954315	113013008	20
ENSACLG00000021188	ENSACLT00000031980		28327475	28316025	28327475	113011068	18
ENSACLG00000021188	ENSACLT00000031987		28327475	28316025	28327475	113011068	18
ENSACLG00000021189	ENSACLT00000031989	si:ch211-202h22.9	10280190	10280190	10282512		6
ENSACLG00000021190	ENSACLT00000031988	fam160a2	9254964	9229635	9254964	113007532	16
ENSACLG00000021191	ENSACLT00000031993		1476785	1476267	1476785		18
ENSACLG00000021192	ENSACLT00000031985	kcnj2a	3433156	3431879	3433156	113028007	8
ENSACLG00000021193	ENSACLT00000032003	opn1sw2	30066143	30066143	30071256	113022899	5
ENSACLG00000021194	ENSACLT00000031991	pex11a	56322847	56320556	56322847	113027468	7
ENSACLG00000021195	ENSACLT00000032031		18580728	18579340	18580728	113014167	22
ENSACLG00000021195	ENSACLT00000032060		18580728	18579340	18580728	113014167	22
ENSACLG00000021196	ENSACLT00000031992	kcnj16	3445075	3443819	3445075	113027627	8
ENSACLG00000021197	ENSACLT00000032000	gprc5bb	10289094	10289094	10302164	113023817	6
ENSACLG00000021197	ENSACLT00000032009	gprc5bb	10289094	10289094	10302164	113023817	6
ENSACLG00000021198	ENSACLT00000032005		3534735	3534735	3539165	113027815	8
ENSACLG00000021199	ENSACLT00000032004		31976156	31976090	31976156		15
ENSACLG00000021200	ENSACLT00000032007		1487956	1487537	1487956		18
ENSACLG00000021201	ENSACLT00000032006	timm13	881192	873721	881192	113015852	23
ENSACLG00000021202	ENSACLT00000032071		10392523	10391302	10392523		23
ENSACLG00000021203	ENSACLT00000032012	ndufb6	23307978	23307978	23314214	113024277	6
ENSACLG00000021204	ENSACLT00000032025		1500320	1494566	1500320		18
ENSACLG00000021205	ENSACLT00000032017	dspa	17088581	17071204	17088581	113010058	18
ENSACLG00000021205	ENSACLT00000032084	dspa	17086346	17071204	17088581	113010058	18
ENSACLG00000021205	ENSACLT00000032164	dspa	17084835	17071204	17088581	113010058	18
ENSACLG00000021206	ENSACLT00000032337	edc4	9738885	9738885	9769699		7
ENSACLG00000021206	ENSACLT00000032381	edc4	9738885	9738885	9769699		7
ENSACLG00000021207	ENSACLT00000032015	s1pr1	4046875	4046875	4050759		17
ENSACLG00000021208	ENSACLT00000032020	vtna	19434858	19426544	19434858	113036098	14
ENSACLG00000021209	ENSACLT00000032021	paplnb	11310264	11310264	11315773	113006993	15
ENSACLG00000021210	ENSACLT00000032019		32047152	32047152	32065569	113037240	15
ENSACLG00000021210	ENSACLT00000032053		32047152	32047152	32065569	113037240	15
ENSACLG00000021211	ENSACLT00000032038		25344155	25344155	25346677		16
ENSACLG00000021212	ENSACLT00000032023		30070762	30070762	30070824		5
ENSACLG00000021213	ENSACLT00000032042		873945	873945	876809		23
ENSACLG00000021214	ENSACLT00000032024	tgm1l1	28339089	28339089	28352368	113010804	18
ENSACLG00000021215	ENSACLT00000032196	lrrk2	44805912	44772068	44805912		7
ENSACLG00000021216	ENSACLT00000032022	toporsa	23315936	23315936	23318335	113024278	6
ENSACLG00000021217	ENSACLT00000032039	naa40	10488331	10488331	10496482	113018579	3
ENSACLG00000021218	ENSACLT00000032033	mks1	25244026	25244026	25252166	113031212	10
ENSACLG00000021219	ENSACLT00000032037	l3mbtl1a	23971843	23954924	23971843		20
ENSACLG00000021220	ENSACLT00000032059		40700267	40700267	40891134		3
ENSACLG00000021221	ENSACLT00000032027	zbtb37	4061851	4061851	4077841	113009261	17
ENSACLG00000021221	ENSACLT00000032040	zbtb37	4061851	4061851	4077841	113009261	17
ENSACLG00000021221	ENSACLT00000032047	zbtb37	4061851	4061851	4077841	113009261	17
ENSACLG00000021222	ENSACLT00000032030	cnga4	9267378	9267378	9272608		16
ENSACLG00000021223	ENSACLT00000032029		10303387	10303387	10307490	113023819	6
ENSACLG00000021223	ENSACLT00000032041		10303387	10303387	10307490	113023819	6
ENSACLG00000021224	ENSACLT00000032032		19936228	19936228	19946468	113033070	2
ENSACLG00000021224	ENSACLT00000032049		19940641	19936228	19946468	113033070	2
ENSACLG00000021225	ENSACLT00000032043	ADORA2A	25937139	25937139	25951046	113025870	7
ENSACLG00000021225	ENSACLT00000032067	ADORA2A	25944170	25937139	25951046	113025870	7
ENSACLG00000021226	ENSACLT00000032035	opn1lw1	30074389	30074389	30077601	113022900	5
ENSACLG00000021227	ENSACLT00000032046	fn1b	12423565	12404919	12423565	113020564	1
ENSACLG00000021227	ENSACLT00000032145	fn1b	12423565	12404919	12423565	113020564	1
ENSACLG00000021227	ENSACLT00000032234	fn1b	12423565	12404919	12423565	113020564	1
ENSACLG00000021228	ENSACLT00000032050		1501629	1499191	1501629		18
ENSACLG00000021229	ENSACLT00000032045	lrrfip2	6934458	6911574	6934458	113034617	13
ENSACLG00000021229	ENSACLT00000032087	lrrfip2	6934458	6911574	6934458	113034617	13
ENSACLG00000021229	ENSACLT00000032169	lrrfip2	6934458	6911574	6934458	113034617	13
ENSACLG00000021229	ENSACLT00000032226	lrrfip2	6934458	6911574	6934458	113034617	13
ENSACLG00000021229	ENSACLT00000032249	lrrfip2	6933962	6911574	6934458	113034617	13
ENSACLG00000021229	ENSACLT00000032314	lrrfip2	6933962	6911574	6934458	113034617	13
ENSACLG00000021229	ENSACLT00000032386	lrrfip2	6933962	6911574	6934458	113034617	13
ENSACLG00000021229	ENSACLT00000032459	lrrfip2	6933962	6911574	6934458	113034617	13
ENSACLG00000021230	ENSACLT00000032221	exoc7	3556704	3538480	3556704	113028008	8
ENSACLG00000021230	ENSACLT00000032255	exoc7	3556704	3538480	3556704	113028008	8
ENSACLG00000021230	ENSACLT00000032303	exoc7	3556704	3538480	3556704	113028008	8
ENSACLG00000021230	ENSACLT00000032325	exoc7	3556704	3538480	3556704	113028008	8
ENSACLG00000021230	ENSACLT00000032394	exoc7	3556704	3538480	3556704	113028008	8
ENSACLG00000021230	ENSACLT00000032434	exoc7	3556704	3538480	3556704	113028008	8
ENSACLG00000021231	ENSACLT00000032044	ndufaf3	19713227	19709257	19713227	113022455	5
ENSACLG00000021232	ENSACLT00000032061		25346237	25346237	25349341		16
ENSACLG00000021233	ENSACLT00000032051		25349765	25349765	25361010	113009546	17
ENSACLG00000021234	ENSACLT00000032123	trpc6a	15001785	14989255	15001785	113030330	10
ENSACLG00000021234	ENSACLT00000032162	trpc6a	15001519	14989255	15001785	113030330	10
ENSACLG00000021235	ENSACLT00000032083	sarm1	19437642	19437642	19446399	113036015	14
ENSACLG00000021235	ENSACLT00000032098	sarm1	19438422	19437642	19446399	113036015	14
ENSACLG00000021236	ENSACLT00000032048	gnrhr4	56377752	56361479	56377752	113026821	7
ENSACLG00000021237	ENSACLT00000032103	sult3st1	4392717	4385385	4394023		4
ENSACLG00000021237	ENSACLT00000032159	sult3st1	4393123	4385385	4394023		4
ENSACLG00000021237	ENSACLT00000032179	sult3st1	4391229	4385385	4394023		4
ENSACLG00000021237	ENSACLT00000032247	sult3st1	4394023	4385385	4394023		4
ENSACLG00000021237	ENSACLT00000032284	sult3st1	4392225	4385385	4394023		4
ENSACLG00000021238	ENSACLT00000032075	prpf31	21501099	21491122	21501099	113032693	11
ENSACLG00000021239	ENSACLT00000032065	b3gat3	10498260	10498260	10504743	113018580	3
ENSACLG00000021240	ENSACLT00000032052	enc3	887253	887253	889149	113016342	23
ENSACLG00000021241	ENSACLT00000032072	gpd1b	6806978	6806978	6813647	113021985	5
ENSACLG00000021242	ENSACLT00000032135	trappc10	9272716	9272716	9296242	113007816	16
ENSACLG00000021243	ENSACLT00000032068	exosc1	10316337	10309814	10316337	113023820	6
ENSACLG00000021243	ENSACLT00000032081	exosc1	10314591	10309814	10316337	113023820	6
ENSACLG00000021244	ENSACLT00000032057	gnl3l	30080464	30080464	30087502	113022901	5
ENSACLG00000021245	ENSACLT00000032054	si:dkeyp-59c12.1	56416280	56414226	56416280	113027469	7
ENSACLG00000021246	ENSACLT00000032063	cops3	19296631	19284667	19297109	113027649	8
ENSACLG00000021246	ENSACLT00000032096	cops3	19295611	19284667	19297109	113027649	8
ENSACLG00000021246	ENSACLT00000032101	cops3	19297109	19284667	19297109	113027649	8
ENSACLG00000021247	ENSACLT00000032055		11316933	11316933	11322867	113037499	15
ENSACLG00000021248	ENSACLT00000032074	abhd4	28363607	28358375	28363607	113011097	18
ENSACLG00000021249	ENSACLT00000032064		1505051	1503020	1505051		18
ENSACLG00000021250	ENSACLT00000032091	slc7a10a	33178258	33178258	33197887	113026497	1
ENSACLG00000021251	ENSACLT00000032062	slco3a1	56433216	56433216	56475368	113026822	7
ENSACLG00000021251	ENSACLT00000032076	slco3a1	56436136	56433216	56475368	113026822	7
ENSACLG00000021252	ENSACLT00000032131	arhgef18b	927567	914712	927567		23
ENSACLG00000021253	ENSACLT00000032069		29180888	29180888	29182260		12
ENSACLG00000021254	ENSACLT00000032117	nckipsd	19713797	19713797	19727356	113022454	5
ENSACLG00000021254	ENSACLT00000032141	nckipsd	19713797	19713797	19727356	113022454	5
ENSACLG00000021255	ENSACLT00000032066	serpinc1	4093468	4082175	4093468	113008740	17
ENSACLG00000021255	ENSACLT00000032086	serpinc1	4090093	4082175	4093468	113008740	17
ENSACLG00000021256	ENSACLT00000032121		25354953	25354953	25359612	113008295	16
ENSACLG00000021257	ENSACLT00000032100		40723319	40712743	40723319		3
ENSACLG00000021258	ENSACLT00000032073		1511597	1511067	1511597		18
ENSACLG00000021259	ENSACLT00000032082		19962346	19962346	20017343	113033077	2
ENSACLG00000021259	ENSACLT00000032137		19962346	19962346	20017343	113033077	2
ENSACLG00000021259	ENSACLT00000032233		19962346	19962346	20017343	113033077	2
ENSACLG00000021260	ENSACLT00000032085	mtap	23333735	23333735	23362045		6
ENSACLG00000021261	ENSACLT00000032144	smek1	11322827	11322827	11336012	113037498	15
ENSACLG00000021261	ENSACLT00000032177	smek1	11322888	11322827	11336012	113037498	15
ENSACLG00000021262	ENSACLT00000032078	GPR141	13660328	13656275	13660328		9
ENSACLG00000021263	ENSACLT00000032080		10406086	10400615	10406086		23
ENSACLG00000021264	ENSACLT00000032120	pmpca	29182807	29182807	29189398	113034013	12
ENSACLG00000021265	ENSACLT00000032088	bcas3	37530470	37216602	37530470	113036827	14
ENSACLG00000021265	ENSACLT00000032134	bcas3	37530470	37216602	37530470	113036827	14
ENSACLG00000021265	ENSACLT00000032190	bcas3	37530470	37216602	37530470	113036827	14
ENSACLG00000021265	ENSACLT00000032257	bcas3	37530470	37216602	37530470	113036827	14
ENSACLG00000021265	ENSACLT00000032315	bcas3	37530470	37216602	37530470	113036827	14
ENSACLG00000021265	ENSACLT00000032379	bcas3	37530470	37216602	37530470	113036827	14
ENSACLG00000021265	ENSACLT00000032453	bcas3	37530470	37216602	37530470	113036827	14
ENSACLG00000021265	ENSACLT00000032509	bcas3	37530470	37216602	37530470	113036827	14
ENSACLG00000021265	ENSACLT00000032579	bcas3	37530470	37216602	37530470	113036827	14
ENSACLG00000021265	ENSACLT00000032626	bcas3	37530470	37216602	37530470	113036827	14
ENSACLG00000021266	ENSACLT00000032089		1519312	1516463	1519312		18
ENSACLG00000021267	ENSACLT00000032138	gopc	32094123	32072386	32094123	113037241	15
ENSACLG00000021267	ENSACLT00000032156	gopc	32094123	32072386	32094123	113037241	15
ENSACLG00000021268	ENSACLT00000032097	sb:cb1058	10509089	10509089	10509742		3
ENSACLG00000021269	ENSACLT00000032115		23978150	23974506	23978150		20
ENSACLG00000021270	ENSACLT00000032093		18598994	18598994	18632875		22
ENSACLG00000021270	ENSACLT00000032116		18603030	18598994	18632875		22
ENSACLG00000021271	ENSACLT00000032140	tfe3b	30092788	30092788	30097125		5
ENSACLG00000021272	ENSACLT00000032092		25364418	25364418	25365509	113009513	17
ENSACLG00000021273	ENSACLT00000032113	lpar2a	11290852	11290852	11292512	113017606	4
ENSACLG00000021274	ENSACLT00000032099	ZFC3H1	401012	401012	418736	113024988	7
ENSACLG00000021275	ENSACLT00000032102	dad1	28363628	28363628	28366133	113011098	18
ENSACLG00000021276	ENSACLT00000032109	pgam1b	10320483	10314700	10320483	113023821	6
ENSACLG00000021277	ENSACLT00000032095	CDKN2A	23361550	23360226	23361550	113024280	6
ENSACLG00000021278	ENSACLT00000032251	ap2b1	25255469	25255469	25274093	113030513	10
ENSACLG00000021278	ENSACLT00000032288	ap2b1	25255469	25255469	25274093	113030513	10
ENSACLG00000021278	ENSACLT00000032324	ap2b1	25255469	25255469	25274093	113030513	10
ENSACLG00000021278	ENSACLT00000032388	ap2b1	25258177	25255469	25274093	113030513	10
ENSACLG00000021279	ENSACLT00000032107		1540456	1535399	1540456		18
ENSACLG00000021280	ENSACLT00000032112	si:dkey-40m6.8	21523670	21501623	21523670	113031852	11
ENSACLG00000021281	ENSACLT00000032227	nrd1b	10443504	10419157	10443504		23
ENSACLG00000021281	ENSACLT00000032285	nrd1b	10443504	10419157	10443504		23
ENSACLG00000021282	ENSACLT00000032108	relch	13672792	13672792	13712036	113028912	9
ENSACLG00000021282	ENSACLT00000032161	relch	13672792	13672792	13712036	113028912	9
ENSACLG00000021282	ENSACLT00000032242	relch	13672792	13672792	13712036	113028912	9
ENSACLG00000021283	ENSACLT00000032105	SNORD26	10520291	10520291	10520367		3
ENSACLG00000021284	ENSACLT00000032106	lrp3	33203509	33198122	33203509		1
ENSACLG00000021285	ENSACLT00000032111	stil	4104333	4094155	4104333	113008738	17
ENSACLG00000021286	ENSACLT00000032202	def6c	25368564	25368564	25381076		17
ENSACLG00000021286	ENSACLT00000032235	def6c	25368564	25368564	25381076		17
ENSACLG00000021286	ENSACLT00000032259	def6c	25368564	25368564	25381076		17
ENSACLG00000021287	ENSACLT00000032114		28370403	28367803	28370403		18
ENSACLG00000021288	ENSACLT00000032118	cxxc4	23478095	23452038	23478095	113024281	6
ENSACLG00000021289	ENSACLT00000032124	SNORD29	10521205	10521205	10521269	113019810	3
ENSACLG00000021290	ENSACLT00000032119		40736586	40736586	40754927	113019537	3
ENSACLG00000021290	ENSACLT00000032128		40748103	40736586	40754927	113019537	3
ENSACLG00000021290	ENSACLT00000032146		40748103	40736586	40754927	113019537	3
ENSACLG00000021291	ENSACLT00000032132	pbx4	11321987	11298354	11321987	113020585	4
ENSACLG00000021292	ENSACLT00000032122	pigr	28378938	28378938	28386008	113011362	18
ENSACLG00000021292	ENSACLT00000032127	pigr	28378938	28378938	28386008	113011362	18
ENSACLG00000021293	ENSACLT00000032142	eif2s2	23984983	23978907	23984983	113013581	20
ENSACLG00000021294	ENSACLT00000032126	tet2	23515705	23515705	23541966	113024282	6
ENSACLG00000021295	ENSACLT00000032129	snrpd3l	25954152	25954152	25957738	113027329	7
ENSACLG00000021296	ENSACLT00000032153	pi4k2a	10322709	10322709	10328994	113023822	6
ENSACLG00000021296	ENSACLT00000032182	pi4k2a	10323513	10322709	10328994	113023822	6
ENSACLG00000021297	ENSACLT00000032139		33213637	33210531	33213637		1
ENSACLG00000021298	ENSACLT00000032130	slc46a1	19453064	19448762	19453064	113036017	14
ENSACLG00000021299	ENSACLT00000032136	SNORD30	10521474	10521474	10521544	113019811	3
ENSACLG00000021300	ENSACLT00000032133	NT5M	19297020	19297020	19308306	113027650	8
ENSACLG00000021300	ENSACLT00000032154	NT5M	19297130	19297020	19308306	113027650	8
ENSACLG00000021301	ENSACLT00000032155		25364381	25364381	25368099	113008209	16
ENSACLG00000021302	ENSACLT00000032157	tmem147	12134254	12121511	12134254	113032305	11
ENSACLG00000021303	ENSACLT00000032148	st8sia2	56481962	56481962	56495606	113026823	7
ENSACLG00000021303	ENSACLT00000032171	st8sia2	56481962	56481962	56495606	113026823	7
ENSACLG00000021303	ENSACLT00000032203	st8sia2	56482394	56481962	56495606	113026823	7
ENSACLG00000021304	ENSACLT00000032188		24590701	24590701	24595263		19
ENSACLG00000021304	ENSACLT00000032198		24590701	24590701	24595263		19
ENSACLG00000021304	ENSACLT00000032239		24590701	24590701	24595263		19
ENSACLG00000021305	ENSACLT00000032186	ppa2	23552583	23545285	23552583	113024283	6
ENSACLG00000021306	ENSACLT00000032143	dsn1	11328080	11322008	11328080		4
ENSACLG00000021306	ENSACLT00000032175	dsn1	11327891	11322008	11328080		4
ENSACLG00000021307	ENSACLT00000032195	si:ch73-62l21.1	25958149	25958149	25981621	113025872	7
ENSACLG00000021307	ENSACLT00000032240	si:ch73-62l21.1	25958149	25958149	25981621	113025872	7
ENSACLG00000021307	ENSACLT00000032282	si:ch73-62l21.1	25965541	25958149	25981621	113025872	7
ENSACLG00000021308	ENSACLT00000032178	dnaja2a	33222317	33213067	33222317	113026514	1
ENSACLG00000021309	ENSACLT00000032150	SNORD22	10521786	10521786	10521915	113019814	3
ENSACLG00000021310	ENSACLT00000032149	inpp5e	29198663	29190266	29198663	113033846	12
ENSACLG00000021311	ENSACLT00000032152	rapgef5a	18632755	18632755	18643737		22
ENSACLG00000021312	ENSACLT00000032147	lrrc24	28421638	28404591	28421638	113011070	18
ENSACLG00000021313	ENSACLT00000032167	cers5	6813475	6813475	6842296	113021983	5
ENSACLG00000021313	ENSACLT00000032193	cers5	6813475	6813475	6842296	113021983	5
ENSACLG00000021314	ENSACLT00000032151	foxn1	19468464	19468464	19486674		14
ENSACLG00000021315	ENSACLT00000032206	cxxc1b	30117354	30117354	30124851		5
ENSACLG00000021315	ENSACLT00000032229	cxxc1b	30119647	30117354	30124851		5
ENSACLG00000021316	ENSACLT00000032158		21530496	21523710	21530496	113031853	11
ENSACLG00000021316	ENSACLT00000032170		21530496	21523710	21530496	113031853	11
ENSACLG00000021317	ENSACLT00000032207	slc6a9	28461698	28440596	28461698		18
ENSACLG00000021318	ENSACLT00000032245	insrb	1026719	960717	1026719	113015984	23
ENSACLG00000021318	ENSACLT00000032301	insrb	1026719	960717	1026719	113015984	23
ENSACLG00000021319	ENSACLT00000032160	SNORD31	10522683	10522683	10522754	113019812	3
ENSACLG00000021320	ENSACLT00000032219	PTBP1	4105786	4105786	4130386		17
ENSACLG00000021320	ENSACLT00000032248	PTBP1	4105786	4105786	4130386		17
ENSACLG00000021320	ENSACLT00000032304	PTBP1	4119592	4105786	4130386		17
ENSACLG00000021321	ENSACLT00000032163		25377034	25371354	25377034		16
ENSACLG00000021322	ENSACLT00000032166	SNORD31	10522958	10522958	10523029	113019813	3
ENSACLG00000021323	ENSACLT00000032168	angptl5	15010468	15005621	15010468	113030607	10
ENSACLG00000021324	ENSACLT00000032173		25374507	25372526	25374507		16
ENSACLG00000021325	ENSACLT00000032172	rasd1	19369024	19366921	19369024	113027819	8
ENSACLG00000021326	ENSACLT00000032174		32080267	32080267	32081289		15
ENSACLG00000021327	ENSACLT00000032181		29198797	29198797	29200888	113033847	12
ENSACLG00000021328	ENSACLT00000032176	chmp4bb	23992146	23985047	23992146	113013173	20
ENSACLG00000021329	ENSACLT00000032199	sts	12158289	12142792	12158289		11
ENSACLG00000021330	ENSACLT00000032223	slc22a23	17092133	17092133	17126903	113010060	18
ENSACLG00000021331	ENSACLT00000032213	agpat3	25404725	25384395	25404725	113007793	16
ENSACLG00000021332	ENSACLT00000032215	tmc4	21537506	21532115	21537506		11
ENSACLG00000021333	ENSACLT00000032185		40791270	40787740	40791270		3
ENSACLG00000021334	ENSACLT00000032231	tbc1d15	425954	425954	431271		7
ENSACLG00000021335	ENSACLT00000032180	ube2j1	32109503	32109503	32151979	113037455	15
ENSACLG00000021335	ENSACLT00000032187	ube2j1	32109503	32109503	32151979	113037455	15
ENSACLG00000021336	ENSACLT00000032192	mycn	11437231	11433549	11437231		15
ENSACLG00000021337	ENSACLT00000032183		15025152	15025152	15034044	113030169	10
ENSACLG00000021338	ENSACLT00000032200	arl2	10525791	10523839	10525791	113018582	3
ENSACLG00000021339	ENSACLT00000032184	gdf3	9296817	9296817	9301052	113007929	16
ENSACLG00000021340	ENSACLT00000032230	unc119a	19492063	19485813	19510688	113036404	14
ENSACLG00000021340	ENSACLT00000032281	unc119a	19510688	19485813	19510688	113036404	14
ENSACLG00000021340	ENSACLT00000032312	unc119a	19492494	19485813	19510688	113036404	14
ENSACLG00000021341	ENSACLT00000032225	slc25a20	19727015	19727015	19738029		5
ENSACLG00000021341	ENSACLT00000032243	slc25a20	19727954	19727015	19738029		5
ENSACLG00000021342	ENSACLT00000032189	pemt	19463984	19374604	19463984	113027653	8
ENSACLG00000021342	ENSACLT00000032194	pemt	19463984	19374604	19463984	113027653	8
ENSACLG00000021343	ENSACLT00000032299		1536527	1536527	1614449		18
ENSACLG00000021343	ENSACLT00000032415		1536850	1536527	1614449		18
ENSACLG00000021343	ENSACLT00000032465		1586899	1536527	1614449		18
ENSACLG00000021343	ENSACLT00000032480		1587034	1536527	1614449		18
ENSACLG00000021343	ENSACLT00000032686		1587723	1536527	1614449		18
ENSACLG00000021343	ENSACLT00000032734		1588438	1536527	1614449		18
ENSACLG00000021343	ENSACLT00000032852		1590326	1536527	1614449		18
ENSACLG00000021343	ENSACLT00000032937		1590871	1536527	1614449		18
ENSACLG00000021343	ENSACLT00000033075		1593117	1536527	1614449		18
ENSACLG00000021343	ENSACLT00000033202		1599314	1536527	1614449		18
ENSACLG00000021343	ENSACLT00000033263		1609792	1536527	1614449		18
ENSACLG00000021344	ENSACLT00000032214	VAPB	24002265	23994701	24002265	113013172	20
ENSACLG00000021345	ENSACLT00000032191		40852183	40840846	40852183	113019541	3
ENSACLG00000021346	ENSACLT00000032201		33219197	33219197	33219773		1
ENSACLG00000021347	ENSACLT00000032291	notch1b	29271194	29271194	29300753		12
ENSACLG00000021348	ENSACLT00000032205		10336263	10336263	10336560		6
ENSACLG00000021349	ENSACLT00000032208	klf7b	9449241	9449241	9515418	113007429	16
ENSACLG00000021349	ENSACLT00000032224	klf7b	9449241	9449241	9515418	113007429	16
ENSACLG00000021350	ENSACLT00000032280	atp13a1	11340026	11330575	11340026		4
ENSACLG00000021351	ENSACLT00000032197	mrpl19	11506410	11500582	11506410	113037450	15
ENSACLG00000021352	ENSACLT00000032209		32143080	32141074	32143080		15
ENSACLG00000021353	ENSACLT00000032212	COX14	6839343	6839167	6839343	113021987	5
ENSACLG00000021354	ENSACLT00000032210		10528529	10528529	10529668		3
ENSACLG00000021355	ENSACLT00000032211		12177289	12177289	12179772		11
ENSACLG00000021356	ENSACLT00000032269	birc2	15042711	15042711	15049076	113030168	10
ENSACLG00000021356	ENSACLT00000032297	birc2	15042711	15042711	15049076	113030168	10
ENSACLG00000021356	ENSACLT00000032333	birc2	15043829	15042711	15049076	113030168	10
ENSACLG00000021357	ENSACLT00000032216	fam174b	56502170	56500860	56502170		7
ENSACLG00000021358	ENSACLT00000032217	arhgef38	23561056	23561056	23572358	113024284	6
ENSACLG00000021359	ENSACLT00000032236		19495937	19495937	19500126		8
ENSACLG00000021360	ENSACLT00000032492		18646124	18646124	18651833		22
ENSACLG00000021360	ENSACLT00000032563		18646644	18646124	18651833		22
ENSACLG00000021360	ENSACLT00000032766		18646740	18646124	18651833		22
ENSACLG00000021360	ENSACLT00000032803		18646740	18646124	18651833		22
ENSACLG00000021360	ENSACLT00000032984		18646740	18646124	18651833		22
ENSACLG00000021360	ENSACLT00000033012		18646740	18646124	18651833		22
ENSACLG00000021360	ENSACLT00000033031		18646740	18646124	18651833		22
ENSACLG00000021361	ENSACLT00000032218		10336465	10336465	10345719	113023823	6
ENSACLG00000021362	ENSACLT00000032241	si:dkey-23i12.7	10533132	10533132	10541679		3
ENSACLG00000021363	ENSACLT00000032220	klf17	28534757	28531664	28534757	113011403	18
ENSACLG00000021364	ENSACLT00000032244	gapdhs	12250003	12244129	12250003	113031862	11
ENSACLG00000021365	ENSACLT00000032222	bcdin3d	6840918	6840918	6846328	113021986	5
ENSACLG00000021365	ENSACLT00000032232	bcdin3d	6841601	6840918	6846328	113021986	5
ENSACLG00000021366	ENSACLT00000032250	gabrr2b	32152001	32152001	32174322	113006943	15
